world_id,name,type,description,image_url,parent_id,visibility,orbital_data,astrological_influence,mythology,cultural_significance,position_data,notes,id,created_date,updated_date,created_by_id,created_by,is_sample
68e137a0493026cabfd05389,Paladh'inas - La Couronne du Dragon de Platine,constellation,"Majestueuse constellation en forme de couronne céleste, composée de sept étoiles brillantes représentant les sept têtes du Dragon de Platine. C'est la constellation la plus révérée de Krynn.",,,,,,"Selon la légende, cette constellation est l'empreinte même de Paladine dans le ciel, créée lorsqu'il vainquit Takhisis lors de la Première Guerre. Les Chevaliers de Solamnia prêtent serment sous ses étoiles.",Symbole suprême du Bien sur Krynn. Voir cette constellation clairement est considéré comme une bénédiction divine.,,,6915bcd5e742a9cd4bc970a1,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Takh'zerath - Les Griffes de la Reine,constellation,Sinistre constellation formant cinq griffes acérées s'étendant à travers le ciel nocturne. Ses étoiles rouges pulsent comme du sang ancien.,https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/e4b1352f6_Takhzerath.png,,,,,"Créée par Takhisis elle-même pour marquer sa domination céleste. Durant la Guerre des Lances, cette constellation brillait d'un éclat terrible au-dessus des armées de dragons.",Redoutée et évitée par les gens du Bien. Les draconiens la vénèrent comme un rappel de leur créatrice.,,,6915bcd5e742a9cd4bc970a2,2025-11-13T11:11:17.143000,2025-11-15T09:38:50.523000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Hum'astara - L'Épée du Héros,constellation,"Constellation en forme d'épée flamboyante, commémorant la Dragonlance elle-même. Cinq étoiles brillantes forment la lame, trois autres le pommeau.",,,,,,Forgée dans le ciel par les dieux lors de la création des premières Dragonlances. Huma Dragonbane lui-même serait devenu une étoile dans cette constellation après sa mort héroïque.,Constellation sacrée pour tous les guerriers et héros d'Ansalon. Les Chevaliers de Solamnia la considèrent comme leur guide céleste.,,,6915bcd5e742a9cd4bc970a3,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Gil'thanas - La Balance Cosmique,constellation,"Parfaite constellation en forme de balance, avec deux plateaux parfaitement équilibrés. Symbole de Gilean, le dieu de la Neutralité et de l'Équilibre.",,,,,,Créée par Gilean lui-même pour rappeler que l'univers nécessite un équilibre entre Bien et Mal. Les mages des Robes Rouges méditent sous cette constellation.,"Vénérée par les érudits, les juges et tous ceux qui cherchent la vérité objective.",,,6915bcd5e742a9cd4bc970a4,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Solin'ethara - Le Croissant d'Argent,constellation,"Gracieuse constellation formant un croissant de lune parfait, écho céleste de Solinari. Ses étoiles scintillent d'un éclat argenté pur.",,,,,,"Reflet céleste de Solinari, cette constellation guide les mages des Robes Blanches dans leur quête de sagesse et de protection du monde.",Les temples de Mishakal et les tours des mages blancs sont souvent orientés vers cette constellation.,,,6915bcd5e742a9cd4bc970a5,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Luni'verath - Le Cercle Écarlate,constellation,"Constellation circulaire parfaite d'étoiles rougeoyantes, écho de Lunitari. Le cercle symbolise l'éternel cycle de l'équilibre.",,,,,,"Manifestation céleste de Lunitari, guide des mages des Robes Rouges dans leur quête d'équilibre entre Bien et Mal.",Les mages neutres effectuent leurs rituels les plus importants quand cette constellation est au zénith.,,,6915bcd5e742a9cd4bc970a6,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Nuit'umbra - L'Œil Invisible,constellation,"Constellation étrange qui semble être un vide dans le ciel étoilé, visible uniquement par les mages des Robes Noires. Au centre se trouve une étoile noire qui absorbe la lumière.",,,,,,"Marque céleste de Nuitari, visible uniquement par ceux qui ont embrassé la magie noire. Les mages des Robes Noires effectuent leur Test sous cette constellation.","Crainte et respectée, cette constellation est le symbole ultime du pouvoir magique sans contrainte morale.",,,6915bcd5e742a9cd4bc970a7,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Sturm'kalath - Le Bouclier Étoilé,constellation,"Constellation en forme de bouclier orné d'une rose, en hommage au chevalier Sturm Brightblade. Quatre étoiles brillantes marquent les coins, une cinquième au centre brille comme une rose.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/d9aba80c1_Sturmkalath.png,,,,,Créée par les dieux en hommage à Sturm Brightblade après son sacrifice héroïque durant la Guerre des Lances. L'étoile centrale s'illumine particulièrement lors des actes de bravoure.,Constellation patronne des Chevaliers de Solamnia. Les jeunes écuyers prêtent serment sous ses étoiles.,,,6915bcd5e742a9cd4bc970a8,2025-11-13T11:11:17.143000,2025-11-15T12:51:41.203000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Rais'tilin - La Main Volante,constellation,Constellation ludique formant une main ouverte qui semble toujours prête à attraper quelque chose. Les étoiles scintillent avec malice.,https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/a94c606ab_Raistilin.png,,,,,Dit avoir été créée par Branchala le Chanteur en l'honneur des kenders et de leur curiosité insatiable. Certains disent que Tasslehoff Burrfoot y brille maintenant.,Les kenders la voient comme leur constellation protectrice. Naître sous elle garantit une vie d'aventures passionnantes.,,,6915bcd5e742a9cd4bc970a9,2025-11-13T11:11:17.143000,2025-11-15T13:23:23.036000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Reor'khan - Le Marteau de la Forge,constellation,"Constellation robuste en forme de marteau de forge, avec une enclume céleste à proximité. Les étoiles brillent d'un éclat métallique.",,,,,,"Représente le marteau de Reorx, dieu de la forge. Les nains croient que chaque étoile est une étincelle de sa forge divine.","Constellation sacrée pour tous les forgerons, particulièrement les nains de Thorbardin. Les meilleures armes sont forgées sous sa lumière.",,,6915bcd5e742a9cd4bc970aa,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Mish'alara - Le Cœur Guérisseur,constellation,Douce constellation en forme de cœur entouré de mains bienveillantes. Ses étoiles bleutées pulsent doucement comme un cœur battant.,,,,,,"Empreinte céleste de Mishakal, déesse de la guérison. Ses prêtres effectuent des miracles de guérison sous cette constellation.",Tous les guérisseurs et médecins de Krynn la révèrent. Les enfants nés sous elle sont souvent destinés à devenir clercs de Mishakal.,,,6915bcd5e742a9cd4bc970ab,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Drak'theron - Les Cinq Têtes,constellation,"Terrifiante constellation formant cinq têtes de dragons chromiques (rouge, bleu, vert, noir, blanc) disposées en cercle, gueules ouvertes vers un centre commun.",,,,,,"Représente les cinq dragons chromiques originels, lieutenants de Takhisis. Créée lors de la Première Guerre comme avertissement de la puissance draconique.",Les draconiens créés par les œufs de dragons métalliques corrompus y voient un rappel de leur nature tragique.,,,6915bcd5e742a9cd4bc970ac,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Fizz'wizzle - La Spirale Étincelante,constellation,Constellation chaotique et joyeuse formant une spirale d'étoiles multicolores qui semblent clignoter et danser. Aucune nuit ne lui ressemble exactement.,https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/88286ee24_Fizzwizzle.png,,,,,Créée par Reorx après une nuit particulièrement productive où il inventa des machines étranges et merveilleuses. Les gnomes y voient leur inspiration divine.,Les gnomes de Mount Nevermind organisent des conventions d'invention sous cette constellation. C'est leur symbole d'excellence scientifique.,,,6915bcd5e742a9cd4bc970ad,2025-11-13T11:11:17.143000,2025-11-15T12:57:20.926000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Tak'aran - La Comète de Sang,comet,Comète apocalyptique à la traînée rouge sang qui apparaît tous les 50 ans. Son passage marque toujours des événements cataclysmiques sur Krynn.,,,,,,"Selon la légende, c'est un fragment de l'Abysse lui-même, jeté dans le ciel lors de la guerre entre les dieux. Son dernier passage en 333 AC annonça des troubles majeurs.","Présage de guerre, de mort et de destruction. Les peuples de Krynn la redoutent et se préparent à des temps difficiles lors de son approche.",,,6915bcd5e742a9cd4bc970ae,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Sil'vanesti - La Couronne Verte,constellation,Élégante constellation en forme de couronne de feuilles et de vignes entrelacées. Ses étoiles vertes et dorées évoquent la splendeur de la nature éternelle.,,,,,,"Représente l'ancienne gloire de Silvanesti, royaume elfique avant sa chute. Les elfes Qualinesti la voient comme un rappel de leur héritage.",Constellation sacrée pour tous les peuples elfiques. Les cérémonies importantes sont organisées sous sa lumière.,,,6915bcd5e742a9cd4bc970af,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Kith'kanan - L'Arc et la Flèche,constellation,Constellation dynamique montrant un arc tendu avec une flèche prête à être décochée. L'étoile de la pointe de flèche brille particulièrement.,,,,,,"Nommée d'après Kith-Kanan, prince elfe légendaire qui fonda Qualinesti. Son arc était réputé ne jamais manquer sa cible.",Les rangers et rôdeurs de tous les peuples la prennent comme guide. Les Qualinesti effectuent des cérémonies de tir à l'arc sous ses étoiles.,,,6915bcd5e742a9cd4bc970b0,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Catacl'ysmara - La Fracture Céleste,constellation,"Constellation brisée et chaotique représentant le Cataclysme. Une grande fissure semble traverser cette partie du ciel, séparant les étoiles en deux groupes déchirés.",,,,,,Créée lors du Cataclysme quand les dieux lancèrent la Montagne de Feu sur Istar. La fracture dans le ciel reflète la fracture dans le monde.,"Rappel permanent du Cataclysme. Le 13 Gildember, jour anniversaire, les gens évitent de regarder cette constellation.",,,6915bcd5e742a9cd4bc970b1,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Khas'thor - L'Étoile du Minotaure,star,"Étoile rouge massif et pulsante, visible même en plein jour lors de certaines périodes. Brille avec une intensité féroce et implacable.",,,,,,"Étoile sacrée pour les minotaures de Mithas et Kothas. Khas le Minotaure, premier de sa race, serait devenu cette étoile après avoir défié les dieux.",Les minotaures organisent leurs combats d'arène les plus importants quand cette étoile est au zénith.,,,6915bcd5e742a9cd4bc970b2,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Ziv'lara - La Harpe d'Étoiles,constellation,"Mélodieuse constellation en forme de harpe, dont les étoiles semblent vibrer en harmonie. Certains disent entendre sa musique lors des nuits claires.",,,,,,"Instrument céleste de Branchala, dieu de la musique. Sa musique silencieuse inspire les bardes et artistes de tout Krynn.",Les bardes composent leurs plus grandes œuvres sous cette constellation. Les mariages célébrés sous elle sont accompagnés des plus belles chansons.,,,6915bcd5e742a9cd4bc970b3,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Mor'gadros - Le Crâne Éternel,constellation,Sinistre constellation formant un crâne aux orbites vides qui semble vous fixer. Ses étoiles pâles donnent l'impression d'os blanchis.,,,,,,"Marque de Chemosh, dieu de la mort. Les nécromanciens invoques les morts-vivants sous cette constellation pour maximiser leur pouvoir.","Évitée par les vivants, recherchée par ceux qui étudient la nécromancie. Son apparition dans le ciel nocturne est un mauvais présage.",,,6915bcd5e742a9cd4bc970b4,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Thor'barras - La Montagne Étoilée,constellation,Imposante constellation en forme de montagne aux pics multiples. Les étoiles sont disposées comme les salles et tunnels d'une forteresse souterraine vue en coupe.,,,,,,"Représentation céleste de Thorbardin, la plus grande forteresse naine. Créée par Reorx pour guider les nains dans leurs excavations.",Constellation la plus sacrée pour les nains. Les salles importantes de Thorbardin sont alignées avec ses étoiles.,,,6915bcd5e742a9cd4bc970b5,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Sar'gasath - Le Serpent de Mer,constellation,Longue constellation ondulante traversant le ciel comme un serpent de mer géant. Ses étoiles bleu-vert évoquent les profondeurs océaniques.,,,,,,"Représente les grands serpents de mer légendaires qui gardent les routes maritimes vers les îles lointaines. Zeboim, déesse de la mer, en a fait son symbole.",Les marins prient sous cette constellation avant les longs voyages. La voir clairement annonce une navigation favorable.,,,6915bcd5e742a9cd4bc970b6,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Ast'inus - Le Livre Ouvert,constellation,"Constellation unique formant un livre ouvert avec des pages d'étoiles. Chaque étoile représenterait une page de l'Iconochronos, le livre infini.",,,,,,"Nommée d'après Astinus, chroniqueur immortel de Palanthas qui enregistre chaque événement de Krynn. Gilean aurait créé cette constellation comme miroir céleste de l'Iconochronos.",Les bibliothécaires et chroniqueurs la considèrent comme leur patronne céleste. La Grande Bibliothèque de Palanthas est orientée vers elle.,,,6915bcd5e742a9cd4bc970b7,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Raist'majere - La Tour Ténébreuse,constellation,"Constellation inquiétante formant une tour élancée surmontée d'un orbe de pouvoir. Les étoiles oscillent entre argenté et noir, reflétant la dualité du bien et du mal.",,,,,,"Certains croient qu'elle représente Raistlin Majere après son ascension divine avortée. D'autres y voient simplement la Tour de Wayreth, siège de la Haute Sorcellerie.",Constellation fascinante et terrifiante pour tous les mages. Représente le prix ultime de la quête du pouvoir.,,,6915bcd5e742a9cd4bc970b8,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Wan'derer - Le Voyageur Éternel,planet,"Planète errante d'un bleu profond qui se déplace rapidement à travers le ciel nocturne. Contrairement aux autres corps célestes, sa position change dramatiquement chaque nuit.",,,,,,"Associée à Branchala et Chislev, dieux du voyage et de la nature. Les kenders la suivent comme guide céleste de leurs pérégrinations.","Constellation favorite des kenders, explorateurs et marchands. La suivre porte chance aux voyageurs.",,,6915bcd5e742a9cd4bc970b9,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Tanis'hael - L'Étoile du Demi-Sang,star,"Étoile double unique où une étoile argentée et une étoile dorée tournent l'une autour de l'autre, symbolisant l'union de deux héritages.",,,,,,"Nommée d'après Tanis Half-Elven, héros légendaire de la Guerre des Lances. Symbolise l'union entre elfes et humains.",Particulièrement significative pour les demi-elfes qui y voient la validation de leur double héritage.,,,6915bcd5e742a9cd4bc970ba,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Goldm'ora - La Lune d'Or Perdue,constellation,Mystérieuse constellation circulaire d'étoiles dorées qui forme une quatrième lune fantomatique. Certains sages pensent qu'elle était une vraie lune autrefois.,https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/19a8e0c28_Goldmora.png,,,,,"Les légendes parlent d'une quatrième lune détruite lors du Cataclysme. Cette constellation serait son souvenir céleste, marquant où elle brillait autrefois.",Les marchands et commerçants la prennent comme symbole. Signer un contrat sous elle garantit la prospérité.,,,6915bcd5e742a9cd4bc970bb,2025-11-13T11:11:17.143000,2025-11-15T13:15:39.521000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Flint'heart - L'Enclume du Ciel,constellation,"Constellation carrée et solide représentant une enclume divine. À proximité, trois étoiles forment un marteau qui semble frapper l'enclume éternellement.",,,,,,"Nommée d'après Flint Fireforge, compagnon nain légendaire des Héros de la Lance. Symbolise l'amitié inébranlable et la loyauté.",Les nains organisent des cérémonies d'amitié et de fraternité sous cette constellation.,,,6915bcd5e742a9cd4bc970bc,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Kitiara'zhan - La Cavalière Sombre,constellation,"Constellation dynamique montrant une cavalière sur un dragon en plein vol, épée levée. Les étoiles semblent se mouvoir dans le ciel nocturne.",,,,,,"Créée en mémoire de Kitiara uth Matar, Dragon Highlord et guerrière légendaire. Son héritage est à la fois admiré et craint.","Les femmes guerrières de Krynn la voient comme une inspiration, malgré son allégeance au Mal.",,,6915bcd5e742a9cd4bc970bd,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Solamn'ias - La Rose et l'Épée,constellation,Noble constellation montrant une rose majestueuse entrelacée avec une épée. Symbole des Chevaliers de Solamnia et de leur devise 'Est Sularus oth Mithas'.,,,,,,"Créée par les dieux pour guider les premiers Chevaliers de Solamnia. Virilius Solamnus, fondateur de l'ordre, aurait reçu sa vision sous cette constellation.",La constellation la plus sacrée pour les Chevaliers de Solamnia. Tous les serments importants sont prononcés sous sa lumière.,,,6915bcd5e742a9cd4bc970be,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Tass'lara - Le Sac de Merveilles,constellation,"Constellation chaotique et joyeuse ressemblant à un sac renversé d'où s'échappent des objets variés formés d'étoiles : une cuillère, une clé, un bijou, une carte.",,,,,,"Nommée d'après Tasslehoff Burrfoot, le kender le plus célèbre de Krynn. Ses 'emprunts' légendaires sont immortalisés dans le ciel.",Constellation adorée par tous les kenders. Ils organisent des festivals de trouvailles sous sa lumière.,,,6915bcd5e742a9cd4bc970bf,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Zith'aros - Le Serpent Ailé,constellation,"Constellation sinueuse formant un serpent avec des ailes de dragon. Ses étoiles changent subtilement de couleur entre vert, noir et bleu.",,,,,,"Représente les dragons verts et noirs, maîtres de la tromperie et du poison. Hiddukel, dieu de la tromperie, en a fait son symbole.","Évitée par les honnêtes gens, recherchée par les assassins et conspirateurs. Voir cette constellation annonce des trahisons à venir.",,,6915bcd5e742a9cd4bc970c0,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Lau'rana - La Princesse Dorée,constellation,"Gracieuse constellation formant une figure féminine couronnée, tenant un sceptre de lumière. Ses étoiles brillent avec une beauté pure et royale.",,,,,,"Créée en l'honneur de Laurana, princesse elfe et commandante de la Whitestone Forces durant la Guerre des Lances.",Symbole de leadership féminin noble. Les princesses et reines d'Ansalon sont couronnées sous cette constellation quand possible.,,,6915bcd5e742a9cd4bc970c1,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
